ID,region,shrine_name,raw_address,combined_address,resolved_address,latitude,longitude,status,ownership_raw,상태,ownership_standardized,validated_address_ko,validated_road_address_ko,validated_jibun_address_ko,address_validation_status,address_validation_source
177,우도면,천진동 하느리 돈짓당,연평리 1 737-1 6,우도면 연평리 1 737-1 6,"6, 1737-1 Yeonpyeong-ri, Udo-myeon, Cheju, Jeju-do, South Korea",33.4930179,126.9516341,resolved,개인,,개인,제주특별자치도 제주시 우도면 연평리 1737-13,NULL,제주특별자치도 제주시 우도면 연평리 1737-13,validated,kakao_coord2address
178,우도면,서천진동 본향 당동산 종달잇당,연평리 2594,우도면 연평리 2594,제주특별자치도 제주시 우도면 연평리 2594,33.49845482,126.9455155,resolved,개인,,개인,제주특별자치도 제주시 우도면 연평리 2594,NULL,제주특별자치도 제주시 우도면 연평리 2594,validated,kakao_coord2address
179,우도면,영일동 돈짓당,NULL,NULL,NULL,NULL,NULL,unresolved,-,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
180,우도면,비양동(비양) 돈짓당,연평리 16,우도면 연평리 16,제주특별자치도 제주시 우도면 연평리 16,33.51390139,126.9670804,resolved,"개인, 공동",,공동,제주특별자치도 제주시 우도면 연평리 16,NULL,제주특별자치도 제주시 우도면 연평리 16,validated,kakao_coord2address
181,우도면,상․ 하고수동 성창봉오지돈짓당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,폐당,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
182,우도면,전흘동 본향 뜬동산 목지당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
183,우도면,주흥동 중개 돈짓당,"연평리968-1 , 968","우도면 연평리968-1 , 968","968-1 Yeonpyeong-ri, Udo-myeon, Cheju, Jeju-do, South Korea",33.5165623,126.9490715,resolved,폐쇄 등기,폐당,미상,제주특별자치도 제주시 우도면 연평리 968-1,NULL,제주특별자치도 제주시 우도면 연평리 968-1,validated,kakao_coord2address
184,우도면,하우목동 본향 목지당,연평리 2391 -2,우도면 연평리 2391 -2,제주특별자치도 제주시 우도면 우도해안길 360,33.51027329,126.9434553,resolved,개인,,개인,제주특별자치도 제주시 우도면 연평리 2391-2,NULL,제주특별자치도 제주시 우도면 연평리 2391-2,validated,kakao_coord2address
185,우도면,하우목동 돈짓당,연평리 2391 -2,우도면 연평리 2391 -2,제주특별자치도 제주시 우도면 우도해안길 360,33.51027329,126.9434553,resolved,개인,,개인,제주특별자치도 제주시 우도면 연평리 2391-2,NULL,제주특별자치도 제주시 우도면 연평리 2391-2,validated,kakao_coord2address
186,추자면,대서리 장군당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
187,추자면,대서리 당너머 고삿바위,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
188,추자면,영흥리 뒷산 절기미 산신당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
189,추자면,묵리 당목치동산 처녀당,묵리 731 -5,추자면 묵리 731 -5,제주특별자치도 제주시 추자면 추자로 376-3,33.94477551,126.312283,resolved,마을,,미상,제주특별자치도 제주시 추자면 추자로 376-3,제주특별자치도 제주시 추자면 추자로 376-3,제주특별자치도 제주시 추자면 묵리 731-5,validated,kakao_coord2address
190,추자면,예초리 당목쟁이 물생이끝당,예초리 산7,추자면 예초리 산7,제주특별자치도 제주시 추자면 예초리 산 7,33.95478479,126.3406788,resolved,마을,,미상,제주특별자치도 제주시 추자면 예초리 산 7,NULL,제주특별자치도 제주시 추자면 예초리 산 7,validated,kakao_coord2address
191,추자면,예초리 엄바위 장승,예초리 산52,추자면 예초리 산52,제주특별자치도 제주시 추자면 예초리 산 52,33.95231948,126.329259,resolved,개인,,개인,제주특별자치도 제주시 추자면 예초리 산 52,NULL,제주특별자치도 제주시 추자면 예초리 산 52,validated,kakao_coord2address
192,추자면,횡간도 마을 성황당,NULL,NULL,NULL,NULL,NULL,unresolved,NULL,,미상,NULL,NULL,NULL,unresolved,kakao_coord2address
